Gene	SampleNumber
AP3B1	1
AP3D1	1
AP3M2	1
AP4B1	1
AP4M1	1
AP5M1	1
AP5Z1	1
APBA3	1
APC	1
APCDD1	1
APCDD1L	1
APEX2	1
APITD1-CORT	1
APLF	1
APLNR	1
APLP1	1
APOA5	1
APOBEC2	1
APOBEC3B	1
APOBEC3H	1
APOBR	1
APOO	1
APP	1
APPBP2	1
APPL1	1
APPL2	1
AQP12A	1
AQP12B	1
AQP2	1
AQP8	1
AQP9	1
ARCN1	1
AREG	1
ARFGAP2	1
ARFIP1	1
ARHGAP10	1
ARHGAP11B	1
ARHGAP15	1
ARHGAP20	1
ARHGAP24	1
ARHGAP26	1
ARHGAP29	1
ARHGAP30	1
ARHGAP36	1
ARHGAP44	1
ARHGDIA	1
ARHGEF10L	1
ARHGEF12	1
ARHGEF18	1
ARHGEF25	1
ARHGEF35	1
ARHGEF37	1
ARHGEF40	1
ARID1B	1
ARID3A	1
ARID3C	1
ARID5B	1
ARIH1	1
ARIH2	1
ARL1	1
ARL13A	1
ARL13B	1
ARL17A	1
ARL4D	1
ARL8B	1
ARL9	1
ARMC1	1
ARMC5	1
ARMC6	1
ARMC8	1
ARMC9	1
ARNT2	1
ARNTL2	1
ARPC2	1
ARPP21	1
ARRDC4	1
ARSD	1
ARSG	1
ARSI	1
ART4	1
ART5	1
ARX	1
AS3MT	1
ASAH1	1
ASAP2	1
ASB11	1
ASB15	1
ASB8	1
ASGR2	1
ASIC3	1
ASIC5	1
ASMT	1
ASNSD1	1
ASPSCR1	1
ASS1	1
ASXL2	1
ASXL3	1
ATAD3B	1
ATCAY	1
ATE1	1
ATF6	1
ATF7	1
ATG12	1
ATG16L2	1
ATG4B	1
ATG4D	1
ATG7	1
ATHL1	1
ATOH1	1
ATOX1	1
ATP13A3	1
ATP1A1	1
ATP1A3	1
ATP2C1	1
ATP5A1	1
ATP5B	1
ATP5I	1
ATP6AP1	1
ATP6V0D2	1
ATP6V1A	1
ATP6V1C2	1
ATP6V1G1	1
ATP7B	1
ATP9A	1
ATRNL1	1
ATXN7	1
AUP1	1
AURKA	1
AURKAIP1	1
AURKB	1
AUTS2	1
AVIL	1
AVPR1B	1
AVPR2	1
AWAT2	1
AXIN2	1
B2M	1
B3GALT5	1
B3GAT1	1
B3GNT2	1
B3GNT7	1
B3GNT8	1
B3GNT9	1
B3GNTL1	1
B4GALNT1	1
B4GALT2	1
B4GALT6	1
BACH1	1
BAGE	1
BASP1	1
BATF	1
BAZ1A	1
BAZ1B	1
BAZ2A	1
BAZ2B	1
BBS12	1
BBX	1
BC068290	1
BC139719	1
BCAS1	1
BCAS3	1
BCDIN3D	1
BCHE	1
BCKDHB	1
BCL10	1
BCL2A1	1
BCL2L13	1
BCL2L2-PABPN1	1
BCL6B	1
BCL9L	1
BCORL1	1
BCRP3	1
BCS1L	1
BDKRB1	1
BEND4	1
BEND6	1
BEST2	1
BEST3	1
BFSP1	1
BICC1	1
BICD1	1
BIN2	1
BIRC2	1
BIRC3	1
BIRC8	1
BLM	1
BMP2	1
BMP2K	1
BMP4	1
BMP6	1
BMPER	1
BMPR2	1
BNIP1	1
BOC	1
BOK	1
BOLL	1
BPGM	1
BPI	1
BPIFA2	1
BPIFB1	1
BPIFB3	1
BPIFB6	1
BRAT1	1
BRCC3	1
BRD4	1
BRD9	1
BRIP1	1
BRIX1	1
BRPF3	1
BRS3	1
BRSK1	1
BSPRY	1
BST1	1
BTBD1	1
BTBD11	1
BTBD3	1
BTBD9	1
BTK	1
BTN2A2	1
BTN3A2	1
BTN3A3	1
BTNL3	1
BTRC	1
BUB1	1
BUD13	1
BZRAP1	1
C10orf113	1
C10orf129	1
C10orf140	1
C10orf2	1
C10orf46	1
C10orf54	1
C10orf68	1
C10orf71	1
C10orf96	1
C11orf20	1
C11orf30	1
C11orf35	1
C11orf41	1
C11orf67	1
C11orf9	1
C11orf94	1
C12orf42	1
C12orf45	1
C12orf60	1
C12orf68	1
C12orf77	1
C14orf101	1
C14orf109	1
C14orf135	1
C14orf149	1
C14orf182	1
C14orf183	1
C14orf21	1
C15orf26	1
C15orf27	1
C15orf32	1
C15orf38-AP3S2	1
C15orf42	1
C15orf43	1
C15orf48	1
C15orf55	1
C15orf60	1
C16orf3	1
C16orf45	1
C16orf53	1
C16orf78	1
C16orf82	1
C16orf93	1
C17orf100	1
C17orf102	1
C17orf39	1
C17orf53	1
C17orf57	1
C17orf59	1
C17orf74	1
C18orf21	1
C18orf26	1
C18orf34	1
C18orf62	1
C18orf8	1
C19orf10	1
C19orf40	1
C19orf43	1
C19orf44	1
C19orf48	1
C19orf54	1
C19orf71	1
C19orf75	1
C1orf110	1
C1orf112	1
C1orf116	1
C1orf129	1
C1orf130	1
C1orf141	1
C1orf172	1
C1orf198	1
C1orf200	1
C1orf49	1
C1orf65	1
C1orf86	1
C1QC	1
C1QTNF1	1
C20orf111	1
C20orf118	1
C20orf132	1
C20orf194	1
C20orf196	1
C20orf20	1
C20orf27	1
C20orf72	1
C20orf85	1
C21orf128	1
C21orf56	1
C21orf58	1
C21orf7	1
C21orf91	1
C22orf23	1
C22orf24	1
C22orf26	1
C22orf43	1
C2CD2	1
C2CD2L	1
C2orf16	1
C2orf54	1
C2orf62	1
C2orf70	1
C2orf78	1
C2orf83	1
C3orf17	1
C3orf22	1
C3orf25	1
C3orf30	1
C3orf32	1
C3orf72	1
C4BPB	1
C4orf40	1
C4orf45	1
C4orf46	1
C5orf34	1
C5orf42	1
C5orf46	1
C5orf48	1
C6orf10	1
C6orf118	1
C6orf15	1
C6orf165	1
C6orf195	1
C6orf203	1
C6orf223	1
C6orf70	1
C6orf89	1
C7orf25	1
C7orf26	1
C7orf31	1
C7orf41	1
C7orf49	1
C7orf58	1
C7orf60	1
C8orf76	1
C9	1
C9orf116	1
C9orf139	1
C9orf156	1
C9orf163	1
C9orf174	1
C9orf41	1
C9orf80	1
C9orf96	1
CA11	1
CA12	1
CA9	1
CABP1	1
CABP2	1
CABP4	1
CABYR	1
CACHD1	1
CACNA1A	1
CACNA1F	1
CACNA1G	1
CACNA2D4	1
CACNG2	1
CACNG3	1
CADM1	1
CADM2	1
CAGE1	1
CALB1	1
CALCA	1
CALCRL	1
CALHM2	1
CALM1	1
CALML5	1
CALR3	1
CAMK2A	1
CAMK4	1
CAMKK1	1
CAMSAP1	1
CAND1	1
CANT1	1
CANX	1
CAP2	1
CAPNS1	1
CAPRIN2	1
CARD10	1
CARD14	1
CASC5	1
CASKIN1	1
CASP10	1
CASP14	1
CASP8AP2	1
CASP9	1
CASQ2	1
CATSPERG	1
CAV3	1
CBFA2T2	1
CBL	1
CBLB	1
CBS	1
CBX2	1
CBX8	1
CC2D1B	1
CC2D2A	1
CCAR1	1
CCBE1	1
CCDC102A	1
CCDC102B	1
CCDC112	1
CCDC113	1
CCDC12	1
CCDC124	1
CCDC125	1
CCDC135	1
CCDC136	1
CCDC141	1
CCDC144NL	1
CCDC15	1
CCDC150	1
CCDC157	1
CCDC164	1
CCDC169-SOHLH2	1
CCDC170	1
CCDC19	1
CCDC22	1
CCDC27	1
CCDC47	1
CCDC51	1
CCDC54	1
CCDC66	1
CCDC68	1
CCDC7	1
CCDC71	1
CCDC76	1
CCDC80	1
CCDC81	1
CCDC87	1
CCDC88A	1
CCDC91	1
CCDC94	1
CCDC99	1
CCHCR1	1
CCIN	1
CCK	1
CCKAR	1
CCL13	1
CCL14	1
CCL15	1
CCL19	1
CCL2	1
CCNA1	1
CCNA2	1
CCND2	1
CCND3	1
CCNE1	1
CCNE2	1
CCNF	1
CCNY	1
CCR1	1
CCR3	1
CCR4	1
CCR5	1
CCR6	1
CCT2	1
CCT5	1
CCT6A	1
CD109	1
CD164	1
CD19	1
CD1B	1
CD1E	1
CD2	1
CD207	1
CD244	1
CD276	1
CD28	1
CD2AP	1
CD300LD	1
CD37	1
CD38	1
CD3G	1
CD4	1
CD44	1
CD55	1
CD58	1
CD59	1
CD63	1
CD70	1
CD84	1
CD8A	1
CD97	1
CD99L2	1
CDC14C	1
CDC20B	1
CDC42EP1	1
CDC42EP3	1
CDC42EP4	1
CDC73	1
CDCA2	1
CDCA3	1
CDCA7	1
CDCP2	1
CDH1	1
CDH12	1
CDH13	1
CDH22	1
CDH24	1
CDHR2	1
CDHR5	1
CDK11B	1
CDK12	1
CDK17	1
CDK19	1
CDK7	1
CDKL2	1
CDKL3	1
CDKN1A	1
CDKN1B	1
CDKN2A	1
CDKN2AIP	1
CDON	1
CDR1	1
CDR2L	1
CDX2	1
CEACAM16	1
CEACAM18	1
CEACAM21	1
CEACAM3	1
CEBPB	1
CELF1	1
CELP	1
CENPC1	1
CENPM	1
CEP170	1
CEP41	1
CEP44	1
CEP57L1	1
CEP70	1
CEP76	1
CEP89	1
CERS4	1
CERS6	1
CES1P1	1
CES4A	1
CETP	1
CFC1B	1
CFHR2	1
CFI	1
CFL2	1
CGA	1
CGN	1
CHAMP1	1
CHCHD2	1
CHD1	1
CHD1L	1
CHD3	1
CHID1	1
CHMP4C	1
CHODL	1
CHP2	1
CHRDL1	1
CHRM1	1
CHRM3	1
CHRNA4	1
CHRNG	1
CHST1	1
CHST13	1
CHST4	1
CHST5	1
CHSY1	1
CHTF18	1
CHUK	1
CIB4	1
CIC	1
CIRH1A	1
CIT	1
CKAP5	1
CKB	1
CKM	1
CLASRP	1
CLCA2	1
CLCA4	1
CLCN2	1
CLCN3	1
CLCN4	1
CLCN5	1
CLDN17	1
CLDN18	1
CLDN19	1
CLDN4	1
CLDN6	1
CLDN9	1
CLEC12A	1
CLEC16A	1
CLEC3A	1
CLEC4E	1
CLEC7A	1
CLECL1	1
CLGN	1
CLIC4	1
CLIC5	1
CLINT1	1
CLK2P	1
CLMP	1
CLN3	1
CLPB	1
CLPP	1
CLPTM1	1
CLSPN	1
CLSTN2	1
CLSTN3	1
CLUAP1	1
CLUL1	1
CLVS2	1
CMA1	1
CMBL	1
CMTM2	1
CNGA2	1
CNGB3	1
CNKSR1	1
CNKSR3	1
CNN2	1
CNOT8	1
CNPY4	1
CNTD2	1
CNTLN	1
CNTN1	1
CNTNAP3B	1
COBL	1
COL10A1	1
COL16A1	1
COL21A1	1
COL23A1	1
COL25A1	1
COL28A1	1
COL2A1	1
COL4A3	1
COL5A3	1
COL8A2	1
COL9A1	1
COLEC10	1
COMMD3-BMI1	1
COMMD4	1
COPB1	1
COPG1	1
COPG2	1
COPS3	1
COPS4	1
COPS7B	1
COQ4	1
COQ9	1
CORO2A	1
COX7C	1
CPA2	1
CPEB4	1
CPNE4	1
CPO	1
CPSF3L	1
CPT1A	1
CPT1C	1
CPT2	1
CPXCR1	1
CPXM1	1
CR1L	1
CRADD	1
CRAT	1
CRB2	1
CREB1	1
CREB3L1	1
CREB3L4	1
CREBL2	1
CRIM1	1
CRIP1	1
CRIPAK	1
CRISP3	1
CRKL	1
CRLF1	1
CRLF3	1
CRLS1	1
CRP	1
CRTC2	1
CRY1	1
CRYBA4	1
CRYBB2	1
CRYGD	1
CRYGS	1
CRYM	1
CSAG1	1
CSDA	1
CSDAP1	1
CSDC2	1
CSE1L	1
CSF1R	1
CSF2RA	1
CSF3R	1
CSH2	1
CSK	1
CSN2	1
CSNK1D	1
CSNK1G1	1
CSNK2B	1
CSPG5	1
CSPP1	1
CSRNP1	1
CSRNP2	1
CSRNP3	1
CSRP2BP	1
CST7	1
CSTA	1
CSTF1	1
CSTF2	1
CTAG2	1
CTAGE10P	1
CTAGE4	1
CTC1	1
CTH	1
CTHRC1	1
CTIF	1
CTNNB1	1
CTPS1	1
CTR9	1
CTSB	1
CTSL2	1
CTSS	1
CTSW	1
CTU2	1
CUL2	1
CUX1	1
CX3CL1	1
CXADR	1
CXCL1	1
CXCL6	1
CXCR1	1
CXCR2	1
CXorf27	1
CXorf48	1
CXorf65	1
CXXC4	1
CYB561	1
CYB5R1	1
CYB5RL	1
CYC1	1
CYLD	1
CYP11B1	1
CYP1B1	1
CYP26B1	1
CYP27A1	1
CYP2A13	1
CYP2B7P1	1
CYP2D7P1	1
CYP2E1	1
CYP2F1	1
CYP2S1	1
CYP2U1	1
CYP3A43	1
CYP46A1	1
CYP4Z1	1
CYP7A1	1
CYR61	1
CYSLTR2	1
CYSTM1	1
CYTH1	1
CYTH4	1
DAAM2	1
DAB2IP	1
DACT1	1
DAGLA	1
DAPK1	1
DARC	1
DARS	1
DBF4	1
DBF4B	1
DBH	1
DBT	1
DCAF11	1
DCAF15	1
DCAF4L2	1
DCAF5	1
DCAF8L1	1
DCK	1
DCLRE1A	1
DCP1A	1
DCSTAMP	1
DCT	1
DCTN2	1
DCTN4	1
DCUN1D4	1
DDAH1	1
DDB1	1
DDB2	1
DDIT3	1
DDR1	1
DDX10	1
DDX18	1
DDX31	1
DDX49	1
DDX56	1
DDX59	1
DDX6	1
DDX60	1
DDX60L	1
DEAF1	1
01-Dec	1
DECR1	1
DEDD2	1
DEFB110	1
DEFB131	1
DEFB135	1
DENND1B	1
DENND2D	1
DENND3	1
DENND5A	1
DEPDC7	1
DEPTOR	1
DERL2	1
DERL3	1
DFNB59	1
DGAT1	1
DGAT2L6	1
DGCR2	1
DGCR8	1
DGKB	1
DGKH	1
DGKI	1
DGKK	1
DGKQ	1
DGKZ	1
DHCR7	1
DHH	1
DHRS11	1
DHRS7B	1
DHRS7C	1
DHX32	1
DHX34	1
DHX35	1
DHX38	1
DHX57	1
DHX58	1
DHX8	1
DIEXF	1
DIMT1	1
DIO3	1
DIP2A	1
DIP2C	1
DIRAS3	1
DIRC2	1
DISP1	1
DKK1	1
DKKL1	1
DLEC1	1
DLG1	1
DLGAP1	1
DLGAP5	1
DLK1	1
DLL1	1
DLX6	1
DMRT1	1
DMRT2	1
DMRTA1	1
DMTF1	1
DMXL1	1
DNA2	1
DNAI1	1
DNAJA4	1
DNAJB3	1
DNAJB8	1
DNAJC10	1
DNAJC13	1
DNAJC22	1
DNAJC9	1
DNALI1	1
DNASE1L1	1
DNM2	1
DNMT1	1
DNMT3B	1
DNMT3L	1
DNPEP	1
DOCK3	1
DOCK6	1
DOCK9	1
DOK7	1
DOPEY1	1
DOT1L	1
DPCR1	1
DPF1	1
DPF2	1
DPM1	1
DPP3	1
DPP6	1
DPP9	1
DPPA3	1
DPPA5	1
DPYS	1
DRD1	1
DRD2	1
DRD3	1
DRG2	1
DRGX	1
DSCAM	1
DSCR6	1
DSEL	1
DSG1	1
DSG2	1
DSPP	1
DTD1	1
DTX1	1
DTX2	1
DTX3L	1
DTYMK	1
DUS1L	1
DUSP10	1
DUSP11	1
DUSP13	1
DUSP18	1
DUSP22	1
DUSP5	1
DUSP8	1
DUXA	1
DVL1	1
DVL3	1
DYNC1H1	1
DYNC2H1	1
DYNC2LI1	1
DYX1C1	1
DZIP1	1
DZIP1L	1
DZIP3	1
E2F4	1
E2F6	1
E2F7	1
EBF1	1
EBPL	1
ECE2	1
ECHS1	1
ECM2	1
ECT2	1
ECT2L	1
EDA	1
EDAR	1
EDARADD	1
EDC3	1
EDC4	1
EDDM3A	1
EDDM3B	1
EDEM1	1
EDIL3	1
EEF2	1
EFCAB4B	1
EFCAB5	1
EFHA1	1
EFHB	1
EFHC2	1
EFNA3	1
EFNA5	1
EFNB1	1
EFNB2	1
EFNB3	1
EFR3A	1
EFS	1
EFTUD2	1
EGFL6	1
EGR3	1
EHBP1	1
EHBP1L1	1
EIF2AK3	1
EIF2AK4	1
EIF2B1	1
EIF2C3	1
EIF2S2	1
EIF3B	1
EIF3E	1
EIF3H	1
EIF3M	1
EIF4A1	1
EIF4B	1
EIF4E1B	1
EIF4G1	1
EIF4G3	1
EIF5B	1
ELANE	1
ELAVL1	1
ELAVL2	1
ELAVL4	1
ELF4	1
ELF5	1
ELFN1	1
ELL2	1
ELMO2	1
ELMO3	1
ELOVL2	1
ELP3	1
EMID1	1
EMID2	1
EML5	1
EMR1	1
EMR2	1
EMR3	1
EN2	1
ENG	1
ENGASE	1
ENO2	1
ENO3	1
ENPP1	1
ENPP5	1
ENPP6	1
ENTHD1	1
EP300	1
EP400NL	1
EPB41	1
EPB41L4A	1
EPB41L4B	1
EPB42	1
EPC1	1
EPC2	1
EPG5	1
EPHA4	1
EPHB4	1
EPHX1	1
EPM2A	1
EPO	1
EPS8	1
EPS8L3	1
ERBB2	1
ERBB4	1
ERC1	1
ERCC6L	1
ERGIC1	1
ERMAP	1
ERO1L	1
ERP27	1
ERP44	1
ESCO1	1
ESR1	1
ESRP1	1
ESRRG	1
ESYT1	1
ETAA1	1
ETV3L	1
ETV5	1
EVC2	1
EVI5	1
EVI5L	1
EXD2	1
EXOC2	1
EXOC3L2	1
EXOC6B	1
EXOSC10	1
EXOSC8	1
EXOSC9	1
EXT2	1
EXTL1	1
EYA2	1
EYA4	1
EYS	1
F10	1
F11R	1
F13B	1
F2	1
FA2H	1
FABP1	1
FABP6	1
FADS6	1
FAF1	1
FAM108B1	1
FAM109B	1
FAM113A	1
FAM113B	1
FAM115A	1
FAM116A	1
FAM118A	1
FAM120A	1
FAM122A	1
FAM123B	1
FAM124A	1
FAM124B	1
FAM126A	1
FAM129B	1
FAM131C	1
FAM134A	1
FAM136A	1
FAM13A	1
FAM150A	1
FAM153C	1
FAM170A	1
FAM175A	1
FAM176A	1
FAM177B	1
FAM178A	1
FAM183B	1
FAM18B1	1
FAM199X	1
FAM19A1	1
FAM19A5	1
FAM208B	1
FAM20A	1
FAM211A	1
FAM217A	1
FAM219A	1
FAM22G	1
FAM32A	1
FAM3A	1
FAM40B	1
FAM46D	1
FAM48B1	1
FAM49B	1
FAM50B	1
FAM54B	1
FAM55A	1
FAM55C	1
FAM55D	1
FAM58BP	1
FAM5B	1
FAM5C	1
FAM60A	1
FAM63A	1
FAM65A	1
FAM65B	1
FAM70A	1
FAM70B	1
FAM75A7	1
FAM75D5	1
FAM75E1	1
FAM78B	1
FAM81A	1
FAM82A1	1
FAM82A2	1
FAM83C	1
FAM83E	1
FAM86A	1
FAM86B2	1
FAM90A1	1
FAM92B	1
FAM98C	1
FAM9A	1
FAN1	1
FANCI	1
FARP1	1
FARSA	1
FAXC	1
FBF1	1
FBLN1	1
FBLN5	1
FBP2	1
FBXL13	1
FBXL16	1
FBXL17	1
FBXL19	1
FBXL2	1
FBXO10	1
FBXO15	1
FBXO16	1
FBXO30	1
FBXO41	1
FBXO44	1
FBXW10	1
FBXW11	1
FCER2	1
FCHSD1	1
FCN1	1
FCRL1	1
FCRL5	1
FCRLA	1
FERD3L	1
FES	1
FETUB	1
FEZ1	1
FEZ2	1
FEZF1	1
FFAR1	1
FGD1	1
FGD3	1
FGD4	1
FGF7	1
FGFBP1	1
FGFR1	1
FGFR2	1
FGFR4	1
FGFRL1	1
FGL1	1
FHIT	1
FHOD3	1
FIGF	1
FIGN	1
FILIP1L	1
FKBP10	1
FKBP3	1
FKBP6	1
FKBP9	1
FKBP9L	1
FKBPL	1
FKRP	1
FLCN	1
FLJ00322	1
FLJ43860	1
FLOT1	1
FLRT1	1
FLRT2	1
FMNL1	1
FNDC4	1
FNIP2	1
FNTA	1
FOLR1	1
FOS	1
FOSB	1
FOSL2	1
FOXB2	1
FOXF2	1
FOXJ3	1
FOXK2	1
FOXN3	1
FOXO1	1
FOXS1	1
FPGT-TNNI3K	1
FPR3	1
FRG1	1
FRMD5	1
FRZB	1
FSCN2	1
FSD1	1
FSD2	1
FSHR	1
FST	1
FSTL1	1
FTSJ2	1
FUS	1
FUT4	1
FUT6	1
FUT7	1
FXR1	1
FYCO1	1
FYN	1
FZD1	1
FZR1	1
G6PC	1
G6PC3	1
G6PD	1
GAA	1
GAB2	1
GAB4	1
GABRA2	1
GABRB1	1
GABRD	1
GABRP	1
GABRQ	1
GABRR2	1
GAD1	1
GADD45B	1
GADL1	1
GALK1	1
GALK2	1
GALNT1	1
GALNT10	1
GALNT11	1
GALNT2	1
GALNT4	1
GALNT6	1
GALNT7	1
GALNT8	1
GALNTL1	1
GALNTL4	1
GALR1	1
GALT	1
GAMT	1
GAN	1
GAPDH	1
GARNL3	1
GAS2L1	1
GATA1	1
GATA4	1
GBA	1
GBP1	1
GBP2	1
GBP3	1
GBP7	1
GBX1	1
GCA	1
GCAT	1
GCC1	1
GCET2	1
GCG	1
GCK	1
GCNT1	1
GCNT2	1
GCNT4	1
GCOM1	1
GDA	1
GDF10	1
GDF2	1
GDF3	1
GDF5	1
GDF6	1
GDF7	1
GDNF	1
GDPD2	1
GDPD3	1
GDPD5	1
GEM	1
GEMIN4	1
GEMIN5	1
GFOD2	1
GFPT1	1
GFRA1	1
GFRA4	1
GGA2	1
GGNBP2	1
GGT1	1
GGT5	1
GGTLC2	1
GH1	1
GHRHR	1
GIF	1
GIGYF2	1
GIMAP2	1
GIMAP4	1
GIMAP7	1
GIMAP8	1
GIPC2	1
GJA10	1
GJA9	1
GJB4	1
GJC1	1
GJC3	1
GK	1
GK2	1
GLB1L	1
GLB1L3	1
GLDC	1
GLG1	1
GLI3	1
GLI4	1
GLIPR1	1
GLRA1	1
GLRA2	1
GLS	1
GLT25D1	1
GLT6D1	1
GLTP	1
GLUL	1
GLYATL2	1
GLYR1	1
GMIP	1
GML	1
GMPR2	1
GNA15	1
GNAO1	1
GNB1	1
GNB4	1
GNG2	1
GNG5	1
GNGT2	1
GNL2	1
GNPAT	1
GNPDA1	1
GNRHR	1
GOLGA1	1
GOLGA2	1
GOLGA4	1
GOLGA6A	1
GOLGA6B	1
GOLGA6C	1
GOLGA6L1	1
GOLGA8C	1
GOLGA8IP	1
GOT2	1
GPAT2	1
GPATCH2	1
GPATCH4	1
GPC2	1
GPC3	1
GPC6	1
GPD2	1
GPKOW	1
GPM6A	1
GPN1	1
GPR111	1
GPR115	1
GPR12	1
GPR123	1
GPR125	1
GPR126	1
GPR128	1
GPR137	1
GPR148	1
GPR149	1
GPR153	1
GPR161	1
GPR17	1
GPR174	1
GPR180	1
GPR19	1
GPR27	1
GPR31	1
GPR34	1
GPR35	1
GPR50	1
GPR6	1
GPR61	1
GPR64	1
GPR75	1
GPR75-ASB3	1
GPR77	1
GPR82	1
GPR83	1
GPSM2	1
GPX1	1
GPX4	1
GRAMD1A	1
GRAMD1B	1
GRAMD2	1
GRAP2	1
GRHL1	1
GRID1	1
GRIK2	1
GRIN2D	1
GRIN3B	1
GRINA	1
GRPR	1
GRTP1	1
GSDMA	1
GSDMC	1
GSG2	1
GSK3B	1
GSN	1
GSS	1
GSTA5	1
GSTK1	1
GSX1	1
GTF2H4	1
GTF2IRD1	1
GTF3C4	1
GTF3C6	1
GTPBP3	1
GTSE1	1
GTSF1L	1
GUCA1C	1
GUCY2D	1
GUCY2F	1
GYLTL1B	1
GYPA	1
GZMB	1
GZMK	1
GZMM	1
H2BFM	1
H2BFWT	1
HABP2	1
HADHA	1
HAGH	1
HAO2	1
HARBI1	1
HAT1	1
HAUS6	1
HAUS7	1
HAUS8	1
HAVCR1	1
HBE1	1
HBG1	1
HBS1L	1
HCAR1	1
HCAR2	1
HCCS	1
HCFC1	1
HCN2	1
HCRTR1	1
HCRTR2	1
HDAC4	1
HDAC6	1
HDHD1	1
HDHD2	1
HDHD3	1
HDX	1
HEATR1	1
HEATR6	1
HEATR8	1
HECTD2	1
HEPACAM2	1
HEPH	1
HERPUD1	1
HES1	1
HEXA	1
HEXIM1	1
HFE	1
HGF	1
HGSNAT	1
HHIP	1
HHIPL1	1
HIBCH	1
HIP1R	1
HIPK4	1
HIST1H1T	1
HIST1H2AM	1
HIST1H2BF	1
HIST1H2BL	1
HIST1H3F	1
HIST1H3J	1
HIST2H3D	1
HIVEP2	1
HKR1	1
HLA-DMB	1
HLA-DOA	1
HLA-DQA2	1
HLA-DRA	1
HLA-F	1
HLA-J	1
HLA-L	1
HLF	1
HLTF	1
HLX	1
HM13	1
HMBS	1
HMG20A	1
HMG20B	1
HMGB4	1
HMGCLL1	1
HMOX1	1
HMX3	1
HNRNPA2B1	1
HNRNPF	1
HNRNPH2	1
HNRNPH3	1
HNRNPR	1
HNRNPUL2	1
HNRPDL	1
HNRPLL	1
HOMER3	1
HOMEZ	1
HOOK2	1
HOOK3	1
HOXA13	1
HOXA2	1
HOXA9	1
HOXB1	1
HOXB13	1
HOXB3	1
HOXB5	1
HOXB8	1
HOXB9	1
HOXC13	1
HOXC5	1
HOXC9	1
HOXD4	1
HOXD8	1
HPCA	1
HPCAL4	1
HPGD	1
HPN	1
HPS4	1
HPS6	1
HPX	1
HR	1
HRASLS5	1
HRCT1	1
HS3ST4	1
HS3ST6	1
HSCB	1
HSD17B10	1
HSD17B13	1
HSD17B3	1
HSD17B4	1
HSDL2	1
HSF1	1
HSF2BP	1
HSP90B3P	1
HSPA14	1
HSPA1L	1
HSPA6	1
HSPA7	1
HSPE1-MOB4	1
HSPH1	1
HTATSF1	1
HTR1B	1
HTR1D	1
HTR1F	1
HTR2A	1
HTR2C	1
HTR3D	1
HTR4	1
HVCN1	1
HYI	1
HYOU1	1
IBTK	1
ICA1L	1
ICAM1	1
ICAM2	1
ICAM4	1
ICK	1
ID1	1
IDE	1
IDH3A	1
IDI2	1
IDNK	1
IER3	1
IFI16	1
IFI35	1
IFI6	1
IFIT2	1
IFITM3	1
IFLTD1	1
IFNA21	1
IFNAR2	1
IFNB1	1
IFNE	1
IFNG	1
IFNGR1	1
IFNW1	1
IFRD1	1
IFRD2	1
IFT140	1
IFT57	1
IFT74	1
IFT80	1
IGDCC3	1
IGFALS	1
IGHMBP2	1
IGJ	1
IGSF10	1
IGSF22	1
IGSF8	1
IHH	1
IK	1
IKBKB	1
IL13RA2	1
IL15RA	1
IL16	1
IL17RB	1
IL1A	1
IL1RAP	1
IL1RAPL1	1
IL1RL1	1
IL20	1
IL21R	1
IL27RA	1
IL28RA	1
IL3	1
IL32	1
IL33	1
IL34	1
IL5RA	1
IL6	1
IL7	1
IL9R	1
ILDR1	1
ILDR2	1
ILKAP	1
IMPAD1	1
IMPG2	1
INA	1
INF2	1
ING1	1
ING2	1
INHBE	1
INO80B	1
INO80C	1
INPP5A	1
INPP5B	1
INPP5E	1
INS-IGF2	1
INSL6	1
INTS12	1
INTS4	1
INTS5	1
INTU	1
IPO8	1
IPO9	1
IPP	1
IPPK	1
IQCA1	1
IQCB1	1
IQCC	1
IQCF3	1
IQCG	1
IQGAP2	1
IQSEC1	1
IQUB	1
IRAK2	1
IRF1	1
IRF2	1
IRF9	1
IRGC	1
IRS2	1
IRX6	1
ISCU	1
ISM2	1
ISX	1
ITCH	1
ITFG3	1
ITGA11	1
ITGA2	1
ITGA2B	1
ITGA3	1
ITGA5	1
ITGA8	1
ITGAE	1
ITGAV	1
ITGB1	1
ITGB1BP1	1
ITGB1BP3	1
ITGB3	1
ITGB8	1
ITIH2	1
ITLN1	1
ITLN2	1
ITM2C	1
ITPKC	1
ITPRIP	1
ITPRIPL1	1
ITPRIPL2	1
ITSN2	1
IVNS1ABP	1
IWS1	1
JAKMIP1	1
JARID2	1
JMJD4	1
JMJD6	1
JMY	1
JOSD2	1
KANK3	1
KAT5	1
KAT6B	1
KATNA1	1
KBTBD10	1
KBTBD4	1
KBTBD6	1
KCNA1	1
KCNA2	1
KCNA5	1
KCNA6	1
KCNA7	1
KCNAB1	1
KCNC4	1
KCND3	1
KCNE1	1
KCNE3	1
KCNH2	1
KCNH3	1
KCNH7	1
KCNJ15	1
KCNJ16	1
KCNJ3	1
KCNJ8	1
KCNK1	1
KCNK16	1
KCNK17	1
KCNK3	1
KCNK9	1
KCNMB1	1
KCNMB4	1
KCNN1	1
KCNN3	1
KCNRG	1
KCNS3	1
KCTD10	1
KCTD14	1
KCTD15	1
KCTD18	1
KCTD20	1
KDELR1	1
KDM1A	1
KDM4E	1
KDM5D	1
